Vehicle_Density,Penetration_Rate,Algorithm,Use_RSUs,Run,EAR_Mean,EAR_Median,CBR_Mean,CBR_Median,AOI_Mean,AOI_Median,CPM_Size_Mean,CPM_Size_Median
30,0.4,NO_FORWARDING,False,0,0.8677368445606012,0.9263438654082888,0.2569468086756928,0.2913282321058492,2181.707513545416,1200.733333333333,20.261054994388328,20.0
30,0.4,NO_FORWARDING,False,1,0.8534336930789845,0.9027958165002838,0.26737641238882215,0.2991727403156374,2065.895122913118,1200.5066666666676,21.996266198111137,21.0
30,0.4,MULTI_HOP,False,0,0.8747992640845863,0.9371729074055264,0.2872789742035523,0.3264732344970488,2152.6997235754675,1400.386666666667,23.015837855797983,22.0
30,0.4,MULTI_HOP,False,1,0.8822471366284113,0.943860747551332,0.2851215609619669,0.3243390110622408,2197.3889199918,1300.7333333333327,22.216073781291172,21.0
